"","word","no_rows"
"13896","evidentemente",1
"13897","evidently",5
"13898","evidenziano",1
"13899","evie",4
"13900","evil",3
"13901","evin",6
"13902","evitarse",1
"13903","evite",1
"13904","evoke",1
"13905","evoked",1
"13906","evolution",2
"13907","evolved",1
"13908","evolving",2
"13909","evoo",1
"13910","evrerything",1
"13911","evrrything",1
"13912","evry",2
"13913","evryone",1
"13914","evrythig",1
"13915","evrything",3
"13916","evtl",2
"13917","evwrything",1
"13918","evything",1
"13919","ewa",1
"13920","ewald",1
"13921","ewards",1
"13922","ewhile",1
"13923","ewig",1
"13924","exacerbated",1
"13925","exaclty",2
"13926","exacly",3
"13927","exact",80
"13928","exacta",1
"13929","exactaly",1
"13930","exactament",1
"13931","exactamente",20
"13932","exacte",3
"13933","exactely",1
"13934","exactement",24
"13935","exactes",1
"13936","exacting",1
"13937","exactlly",1
"13938","exacto",2
"13939","exaggerate",1
"13940","exaggerated",8
"13941","exaggerating",5
"13942","exaggeration",7
"13943","exakt",5
"13944","exalting",1
"13945","exam",9
"13946","examente",1
"13947","examples",6
"13948","exams",5
"13949","exasperating",1
"13950","exatamente",22
"13951","exatly",3
"13952","exausting",1
"13953","excactly",1
"13954","excatly",2
"13955","excattly",1
"13956","excavate",1
"13957","exceded",1
"13958","exceed",11
"13959","exceeded",522
"13960","exceeding",10
"13961","exceedingly",27
"13962","exceeds",10
"13963","exceelent",1
"13964","excelencia",1
"13965","excelent",50
"13966","excelente",477
"13967","excelenteee",1
"13968","excelentemente",4
"13969","excelentes",29
"13970","excellant",5
"13971","excelled",2
"13972","excellence",9
"13973","excellent",7460
"13974","excellente",36
"13975","excellentes",3
"13976","excellentissime",1
"13977","excellently",39
"13978","excellents",10
"13979","excellet",1
"13980","excelllent",3
"13981","excels",1
"13982","exceltente",1
"13983","excentred",2
"13984","excepcional",6
"13985","excepted",2
"13986","excepting",1
"13987","exception",48
"13988","exceptional",401
"13989","exceptionality",1
"13990","exceptionally",313
"13991","exceptionnaly",1
"13992","exceptionnel",16
"13993","exceptionnelle",9
"13994","exceptionnellement",1
"13995","exceptionnelles",1
"13996","exceptionnels",1
"13997","exceptions",7
"13998","excepto",3
"13999","excercise",2
"14000","excercises",1
"14001","excerpt",1
"14002","exceso",2
"14003","excess",4
"14004","excessive",34
"14005","excessively",3
"14006","excetional",1
"14007","exceto",1
"14008","exchange",100
"14009","exchanged",20
"14010","exchanges",11
"14011","exchanging",5
"14012","excitable",1
"14013","excitation",1
"14014","excite",1
"14015","excited",73
"14016","excitedly",1
"14017","excitement",10
"14018","exciting",47
"14019","exclaimed",1
"14020","exclamation",1
"14021","exclene",1
"14022","exclente",1
"14023","excllent",1
"14024","excluded",1
"14025","excludes",3
"14026","excluding",1
"14027","exclusiva",2
"14028","exclusive",14
"14029","exclusively",14
"14030","exclut",1
"14031","excruciating",1
"14032","excruciatingly",1
"14033","excude",1
"14034","excursion",13
"14035","excursions",26
"14036","excuse",11
"14037","excuses",1
"14038","execellent",2
"14039","executed",5
"14040","execution",3
"14041","executive",10
"14042","executives",1
"14043","exelent",4
"14044","exelente",4
"14045","exellent",3
"14046","exempelvis",1
"14047","exemplaire",4
"14048","exemplaires",1
"14049","exemplar",2
"14050","exemplary",19
"14051","exemple",6
"14052","exemplified",3
"14053","exemplifies",1
"14054","exemplo",1
"14055","exemption",1
"14056","exept",1
"14057","exeptional",1
"14058","exeptionel",1
"14059","exercice",1
"14060","exercise",97
"14061","exercised",2
"14062","exercisers",1
"14063","exercises",2
"14064","exercising",3
"14065","exersise",1
"14066","exerted",1
"14067","exertion",2
"14068","exetermly",1
"14069","exhale",1
"14070","exhaust",7
"14071","exhausted",36
"14072","exhausting",16
"14073","exhaustion",3
"14074","exhaustive",2
"14075","exhibit",3
"14076","exhibited",3
"14077","exhibiting",4
"14078","exhibition",46
"14079","exhibitor",1
"14080","exhibits",4
"14081","exhilarating",1
"14082","exibit",1
"14083","exibition",1
"14084","exigentes",2
"14085","exigido",1
"14086","exigu",1
"14087","exist",14
"14088","existants",1
"14089","existe",6
"14090","existed",9
"14091","existem",1
"14092","existen",2
"14093","existence",3
"14094","existent",21
"14095","existing",11
"14096","exists",11
"14097","exit",96
"14098","exited",1
"14099","exiting",21
"14100","exits",4
"14101","exlore",1
"14102","exloring",2
"14103","exodus",4
"14104","exoected",1
"14105","exorbitant",13
"14106","exorbitants",1
"14107","exotic",11
"14108","exp",2
"14109","expactations",1
"14110","expand",3
"14111","expandable",1
"14112","expands",4
"14113","expanse",2
"14114","expansion",1
"14115","expansive",17
"14116","expat",1
"14117","expecatations",1
"14118","expecations",1
"14119","expecial",1
"14120","expecially",1
"14121","expect",899
"14122","expectant",1
"14123","expectation",106
"14124","expectation's",1
"14125","expectations",965
"14126","expectativa",3
"14127","expectativas",18
"14128","expected",2139
"14129","expectedly",2
"14130","expecting",210
"14131","expection",1
"14132","expections",2
"14133","expects",8
"14134","expedia",1
"14135","expedia's",1
"14136","expedience",1
"14137","expedient",1
"14138","expedited",2
"14139","expediting",1
"14140","expeditious",2
"14141","expeditiously",4
"14142","expeditiva",1
"14143","expend",3
"14144","expenience",1
"14145","expense",20
"14146","expenses",9
"14147","expensing",1
"14148","expensive",536
"14149","expensively",2
"14150","expereince",2
"14151","experi",1
"14152","experiance",6
"14153","expericence",1
"14154","experiece",1
"14155","experiecne",1
"14156","experience",9142
"14157","experience's",1
"14158","experienced",250
"14159","experiencen",1
"14160","experiences",366
"14161","experiencia",77
"14162","experiencias",3
"14163","experiencies",3
"14164","experiencing",39
"14165","experiene",2
"14166","experimence",1
"14167","experiment",4
"14168","experimentado",1
"14169","experimentar",1
"14170","experimenting",1
"14171","experince",3
"14172","expert",14
"14173","experte",1
"14174","expertise",13
"14175","expertly",11
"14176","experts",5
"14177","expetations",1
"14178","expetienced",1
"14179","expience",1
"14180","expierence",3
"14181","expierences",1
"14182","expierience",2
"14183","expiration",2
"14184","expire",1
"14185","expired",9
"14186","expirience",5
"14187","expiriences",1
"14188","expiring",1
"14189","expiry",1
"14190","explain",100
"14191","explainable",1
"14192","explaination",1
"14193","explained",267
"14194","explaining",67
"14195","explains",14
"14196","explanation",40
"14197","explanations",30
"14198","explanatory",3
"14199","explaned",1
"14200","explicaciones",2
"14201","explicado",2
"14202","explicar",2
"14203","explicaron",1
"14204","explications",14
"14205","explicit",11
"14206","explicitly",3
"14207","explico",1
"14208","explicou",1
"14209","explique",1
"14210","expliquent",1
"14211","expliquer",3
"14212","explnnation",1
"14213","explor",2
"14214","explorar",3
"14215","explorateur",1
"14216","exploration",49
"14217","explorations",9
"14218","exploratory",1
"14219","explore",1692
"14220","explored",99
"14221","exploref",1
"14222","explorer",12
"14223","explorers",4
"14224","exploring",1427
"14225","explosive",1
"14226","expo",36
"14227","expoerece",1
"14228","expon",1
"14229","exponentially",1
"14230","expornce",1
"14231","expos",1
"14232","expose",1
"14233","exposed",103
"14234","exposes",1
"14235","exposing",1
"14236","exposition",1
"14237","exposure",4
"14238","express",111
"14239","expressed",20
"14240","expressing",1
"14241","expression",2
"14242","expressions",1
"14243","expressly",2
"14244","expresso",9
"14245","expressos",1
"14246","expresspool",1
"14247","expressways",1
"14248","exprience",2
"14249","expuestos",1
"14250","exquis",1
"14251","exquisita",2
"14252","exquisitamente",1
"14253","exquisite",41
"14254","exquisitely",20
"14255","ext",2
"14256","extandable",1
"14257","extemely",2
"14258","extend",86
"14259","extended",254
"14260","extender",1
"14261","extending",22
"14262","extends",8
"14263","extension",26
"14264","extensions",2
"14265","extensive",72
"14266","extensively",11
"14267","extent",16
"14268","extention",1
"14269","extenuating",4
"14270","exterieur",2
"14271","exterieurs",1
"14272","exterior",59
"14273","exteriors",2
"14274","extermely",1
"14275","exterminator",5
"14276","external",16
"14277","externally",1
"14278","externas",1
"14279","externo",1
"14280","externship",3
"14281","extinguisher",5
"14282","extinguishers",1
"14283","extortion",1
"14284","extortionately",1
"14285","extra",2128
"14286","extra's",4
"14287","extracted",1
"14288","extractor",3
"14289","extraeintrittskarte",1
"14290","extramamente",1
"14291","extraminators",1
"14292","extranjero",1
"14293","extraordinaire",5
"14294","extraordinairement",1
"14295","extraordinaires",2
"14296","extraordinaria",4
"14297","extraordinariamente",1
"14298","extraordinarily",36
"14299","extraordinario",2
"14300","extraordinarios",1
"14301","extraordinary",72
"14302","extras",304
"14303","extravagant",4
"14304","extreamly",1
"14305","extreem",1
"14306","extreemely",1
"14307","extrem",19
"14308","extrema",1
"14309","extremadamente",5
"14310","extremamente",21
"14311","extreme",30
"14312","extremelly",3
"14313","extremely",5043
"14314","extremement",1
"14315","extrememly",2
"14316","extremenly",1
"14317","extremity",1
"14318","extremley",1
"14319","extremly",13
"14320","extremo",1
"14321","extroverts",1
"14322","exuberant",1
"14323","exude",1
"14324","exuded",4
"14325","exudes",8
"14326","exxeptionally",1
"14327","exzellent",2
"14328","exzellente",1
"14329","ey",1
"14330","eye",218
"14331","eyebraw",2
"14332","eyelash",1
"14333","eyemask",2
"14334","eyerthing",1
"14335","eyes",21
"14336","eyeshade",1
"14337","eyeshades",1
"14338","eyesight",1
"14339","eyesore",1
"14340","eyewitness",1
"14341","eyperience",1
"14342","ez",2
"14343","fa",7
"14344","fab",90
"14345","faber",1
"14346","fabi",1
"14347","fabio",1
"14348","fablous",1
"14349","fabreze",1
"14350","fabric",15
"14351","fabrice",1
"14352","fabrics",1
"14353","fabrizio",1
"14354","fabtastic",1
"14355","fabuleuse",1
"14356","fabuleux",4
"14357","fabulosity",1
"14358","fabuloso",2
"14359","fabulosos",2
"14360","fabulous",1166
"14361","fabulously",11
"14362","fac",1
"14363","facade",4
"14364","facades",1
"14365","facecloth",2
"14366","facecloths",2
"14367","faced",27
"14368","facessimo",1
"14369","facet",2
"14370","facetime",1
"14371","facets",1
"14372","faceva",2
"14373","facevamo",1
"14374","fachada",1
"14375","facial",1
"14376","facials",1
"14377","facil",17
"14378","facile",181
"14379","facilement",90
"14380","faciles",11
"14381","facili",1
"14382","facilidad",8
"14383","facilidade",6
"14384","facilidades",8
"14385","faciliets",1
"14386","facilita",8
"14387","facilitados",1
"14388","facilitait",1
"14389","facilitando",1
"14390","facilitant",1
"14391","facilitar",1
"14392","facilitaron",1
"14393","facilitarte",1
"14394","facilitate",18
"14395","facilitated",24
"14396","facilitates",3
"14397","facilitating",3
"14398","facilitation",1
"14399","facilitats",1
"14400","facilite",5
"14401","facilited",1
"14402","faciliteit",1
"14403","faciliteiten",1
"14404","faciliter",12
"14405","facilites",1
"14406","faciliteter",1
"14407","facilities",669
"14408","facilitou",1
"14409","facility",99
"14410","facilitys",1
"14411","facilmente",15
"14412","facilties",1
"14413","facing",117
"14414","facities",1
"14415","facto",1
"14416","factor",61
"14417","factoring",2
"14418","factors",17
"14419","factory",12
"14420","faculties",1
"14421","fad",1
"14422","faded",4
"14423","fades",1
"14424","fahren",19
"14425","fahrenheit",7
"14426","fahrminuten",1
"14427","fahrrad",2
"14428","fahrradfreundlich",1
"14429","fahrradstation",1
"14430","fahrradweg",1
"14431","fahrstuhl",1
"14432","fahrt",6
"14433","fahrtzeit",4
"14434","fahrzeug",1
"14435","faible",4
"14436","fail",9
"14437","failed",16
"14438","failing",2
"14439","failled",1
"14440","fails",2
"14441","failure",9
"14442","faint",18
"14443","faintly",2
"14444","fair",200
"14445","fairbanks",1
"14446","faire",107
"14447","fairen",1
"14448","fairer",2
"14449","fairfor",1
"14450","fairies",1
"14451","fairlies",1
"14452","fairly",479
"14453","fairmont",12
"14454","fairmount",10
"14455","fairness",9
"14456","fairway",2
"14457","fairy",5
"14458","fairytale",2
"14459","fais",2
"14460","faisable",2
"14461","faisaient",1
"14462","faisait",13
"14463","faisant",1
"14464","faisceau",1
"14465","faisons",1
"14466","fait",192
"14467","faite",9
"14468","faites",6
"14469","faith",7
"14470","faithful",6
"14471","faithfully",1
"14472","faits",9
"14473","fajnych",1
"14474","fakat",1
"14475","fake",6
"14476","faked",1
"14477","fakten",1
"14478","fal",11
"14479","fal's",4
"14480","fala",2
"14481","falafel",2
"14482","falco",1
"14483","falha",1
"14484","falkner",1
"14485","fall",186
"14486","falla",1
"14487","fallait",6
"14488","fallar",1
"14489","falle",1
"14490","fallen",12
"14491","falling",54
"14492","fallon",2
"14493","falls",15
"14494","fallu",3
"14495","falmouth",1
"14496","fals",2
"14497","falsch",1
"14498","false",10
"14499","falsely",2
"14500","falt",1
"14501","falta",34
"14502","faltaba",1
"14503","faltaban",2
"14504","faltan",2
"14505","faltar",1
"14506","faltaria",1
"14507","faltava",1
"14508","faltavam",1
"14509","falte",2
"14510","falto",2
"14511","faltou",2
"14512","fam",4
"14513","fame",3
"14514","famed",7
"14515","famiglia",15
"14516","famigliare",1
"14517","famiglie",5
"14518","famiky",2
"14519","famila",1
"14520","familia",43
"14521","familial",7
"14522","familiale",7
"14523","familiar",178
"14524","familiare",1
"14525","familiares",2
"14526","familiarity",4
"14527","familiarize",5
"14528","familiarized",1
"14529","familiarizing",1
"14530","familias",11
"14531","familiaux",1
"14532","familie",24
"14533","familien",3
"14534","familienhaushalt",2
"14535","familienmitglieder",1
"14536","families",407
"14537","familiy",3
"14538","familiy's",1
"14539","familj",2
"14540","famille",101
"14541","familles",11
"14542","familly",7
"14543","family",6262
"14544","family'home",1
"14545","family's",116
"14546","familys",2
"14547","famliy",2
"14548","famoso",1
"14549","famous",175
"14550","famouse",1
"14551","famously",1
"14552","famy",1
"14553","fan",578
"14554","fan's",1
"14555","fanatastic",1
"14556","fanatic",2
"14557","fancesco",2
"14558","fancier",3
"14559","fanciest",3
"14560","fancy",245
"14561","fancypants",1
"14562","fand",8
"14563","fanden",15
"14564","fandt",2
"14565","fane",1
"14566","faneil",1
"14567","faneill",1
"14568","faneiul",2
"14569","faneuil",355
"14570","faneuill",1
"14571","faneull",1
"14572","fanheuil",1
"14573","fanieul",8
"14574","fanned",1
"14575","fanneiul",1
"14576","fanno",2
"14577","fanns",3
"14578","fanny",1
"14579","fans",223
"14580","fanscinating",1
"14581","fanstastic",5
"14582","fantabulous",1
"14583","fantasic",1
"14584","fantasitc",1
"14585","fantastic",6046
"14586","fantastica",8
"14587","fantastically",39
"14588","fantastici",3
"14589","fantastico",9
"14590","fantastics",1
"14591","fantastique",6
"14592","fantastiques",2
"14593","fantastisch",6
"14594","fantastische",4
"14595","fantastischem",1
"14596","fantastischen",1
"14597","fantastisk",10
"14598","fantastiske",1
"14599","fantastiskt",2
"14600","fantastyczne",1
"14601","fantastyczny",1
"14602","fantasy",3
"14603","fantatic",1
"14604","fantes",1
"14605","fantistic",1
"14606","fanueil",33
"14607","fanuel",11
"14608","fanuell",3
"14609","fanuiel",11
"14610","fanuil",2
"14611","fanuli",1
"14612","faq",1
"14613","faq's",1
"14614","faqs",1
"14615","farber",8
"14616","farci",1
"14617","farde",1
"14618","fare",53
"14619","farelos",1
"14620","farer",1
"14621","fares",18
"14622","farewell",6
"14623","farfetched",1
"14624","farha",1
"14625","farhan",1
"14626","faring",1
"14627","faris",6
"14628","farm",12
"14629","farmacia",7
"14630","farmer",3
"14631","farmer's",17
"14632","farmers",24
"14633","farmersmarket",1
"14634","farmhouse",7
"14635","farmi",2
"14636","farming",1
"14637","farmington",1
"14638","farmland",1
"14639","farms",1
"14640","farola",1
"14641","farrow",1
"14642","farsi",1
"14643","fart",1
"14644","farta",1
"14645","farther",80
"14646","farthest",1
"14647","fartura",1
"14648","fascinante",1
"14649","fascinated",4
"14650","fascinating",37
"14651","fase",1
"14652","fashion",53
"14653","fashionable",11
"14654","fashionably",4
"14655","fashioned",27
"14656","fasiliteter",2
"14657","fasse",2
"14658","fast",1597
"14659","fastastic",1
"14660","fasten",2
"14661","faster",44
"14662","fastest",8
"14663","fastidieuse",1
"14664","fastidio",1
"14665","fastidiosa",1
"14666","fastidious",2
"14667","fastidiously",2
"14668","fastly",3
"14669","fastnatic",1
"14670","fasts",1
"14671","fat",8
"14672","fatastic",1
"14673","father",98
"14674","father's",6
"14675","fathers",5
"14676","fathom",2
"14677","fati",25
"14678","fati's",2
"14679","fatica",1
"14680","fatigue",2
"14681","fatigued",1
"14682","fatima",32
"14683","fatima's",7
"14684","fatimas",2
"14685","fatimia's",1
"14686","fato",6
"14687","fatta",2
"14688","fatti",1
"14689","fatto",15
"14690","faucet",21
"14691","faucets",7
"14692","faudra",1
"14693","faudrait",3
"14694","faulkner",7
"14695","fault",258
"14696","faulted",5
"14697","faulting",1
"14698","faultless",11
"14699","faults",6
"14700","faulty",7
"14701","fauneil",1
"14702","fauniell",1
"14703","fauss",1
"14704","faut",84
"14705","faute",4
"14706","fauteuil",2
"14707","fauteuils",2
"14708","fautifs",1
"14709","faux",3
"14710","fav",12
"14711","fave",4
"14712","faves",1
"14713","favolosa",1
"14714","favor",46
"14715","favorable",5
"14716","favorably",1
"14717","favorecem",1
"14718","favored",1
"14719","favoriete",1
"14720","favorit",1
"14721","favorite",665
"14722","favorited",1
"14723","favoritepart",1
"14724","favorites",60
"14725","favors",6
"14726","favour",10
"14727","favourable",2
"14728","favourably",1
"14729","favourit",1
"14730","favourite",64
"14731","favourites",8
"14732","favs",2
"14733","faxineira",1
"14734","fayette",2
"14735","faz",4
"14736","faze",1
"14737","fazed",1
"14738","fazem",3
"14739","fazenda",2
"14740","fazendo",1
"14741","fazer",12
"14742","fazia",2
"14743","fazit",4
"14744","fe",1
"14745","fea",1
"14746","feals",1
"14747","fear",28
"14748","feared",5
"14749","fears",5
"14750","feasible",5
"14751","feasibly",1
"14752","feast",18
"14753","feasts",1
"14754","feat",5
"14755","feather",5
"14756","featherbed",1
"14757","feathers",3
"14758","feature",137
"14759","featured",33
"14760","features",184
"14761","featuring",11
"14762","feb",3
"14763","febreeze",3
"14764","febrero",1
"14765","february",25
"14766","feces",5
"14767","fecha",1
"14768","fechadura",1
"14769","fed",28
"14770","fedelmente",1
"14771","federal",3
"14772","federalist",2
"14773","federica",1
"14774","federico",1
"14775","fedex",4
"14776","fee",205
"14777","feed",62
"14778","feedback",98
"14779","feedbacks",5
"14780","feeder",1
"14781","feeders",1
"14782","feeding",6
"14783","feedon",1
"14784","feeds",3
"14785","feel",5746
"14786","feel's",1
"14787","feeled",1
"14788","feeling",520
"14789","feelings",16
"14790","feellike",1
"14791","feels",611
"14792","fees",50
"14793","feet",210
"14794","fehlt",5
"14795","fehlte",5
"14796","fehlten",1
"14797","feia",1
"14798","fein",6
"14799","feines",2
"14800","feinstein",1
"14801","feinsten",1
"14802","feint",1
"14803","feisty",1
"14804","feita",2
"14805","feitas",1
"14806","feito",1
"14807","felcaro",1
"14808","feleszerelt",1
"14809","felices",2
"14810","felici",1
"14811","felicia",18
"14812","felicia's",6
"14813","felicidades",1
"14814","felicitaciones",1
"14815","feline",4
"14816","felipe",2
"14817","felix",2
"14818","feliz",7
"14819","fell",161
"14820","fellas",1
"14821","fellhaar",1
"14822","felling",1
"14823","fellow",73
"14824","fellows",5
"14825","fellowship",6
"14826","felszerelt",1
"14827","felted",1
"14828","feltlike",1
"14829","feltvery",1
"14830","female",61
"14831","females",11
"14832","feminine",4
"14833","femme",10
"14834","femway",1
"14835","fence",14
"14836","fenced",21
"14837","fend",3
"14838","fenetre",2
"14839","fenetres",2
"14840","feneuil",3
"14841","feng",2
"14842","fenieul",1
"14843","fenomenal",6
"14844","fens",18
"14845","fenster",15
"14846","fensters",1
"14847","fentes",1
"14848","fenual",1
"14849","fenueil",1
"14850","fenuel",1
"14851","fenuiel",1
"14852","fenuil",2
"14853","fenuill",2
"14854","fenway",2040
"14855","fenway's",1
"14856","fenwick",1
"14857","fenwway",1
"14858","feo",3
"14859","fer",2
"14860","fera",2
"14861","ferfect",1
"14862","fergus",1
"14863","ferienwohnung",2
"14864","ferienwohnungen",1
"14865","ferma",1
"14866","fermano",1
"14867","fermant",1
"14868","fermarsi",1
"14869","fermata",27
"14870","fermate",12
"14871","ferme",2
"14872","ferment",1
"14873","fermer",3
"14874","fermes",1
"14875","fermeture",1
"14876","fern",1
"14877","fernanda",120
"14878","fernanda's",25
"14879","fernandas",3
"14880","fernando",1
"14881","fernsehen",1
"14882","fernseher",9
"14883","ferons",1
"14884","feront",1
"14885","ferreira",1
"14886","ferreting",1
"14887","ferried",2
"14888","ferries",9
"14889","ferrin",1
"14890","ferris",1
"14891","ferry",116
"14892","ferrying",1
"14893","fesh",1
"14894","fest",2
"14895","festival",49
"14896","festivals",6
"14897","festive",6
"14898","festively",1
"14899","festivial",1
"14900","festivities",25
"14901","fet",1
"14902","feta",1
"14903","fetal",1
"14904","fetch",2
"14905","fetched",1
"14906","fete",1
"14907","fettuccine",1
"14908","feu",1
"14909","feuille",1
"14910","feuilles",1
"14911","feuillets",1
"14912","fever",3
"14913","feverish",1
"14914","fewer",9
"14915","fews",1
"14916","fey",3
"14917","fey's",1
"14918","fez",7
"14919","ffridge",1
"14920","fhe",1
"14921","fhftfdvd",1
"14922","fi",281
"14923","fiables",1
"14924","fiance",36
"14925","fiance's",1
"14926","fiancee",14
"14927","fianco",2
"14928","fiasco",2
"14929","fiber",1
"14930","fica",30
"14931","ficado",1
"14932","ficam",1
"14933","ficamos",14
"14934","ficar",14
"14935","ficaram",1
"14936","ficarei",6
"14937","ficaremos",1
"14938","ficaria",6
"14939","ficarmos",1
"14940","ficava",1
"14941","fice",1
"14942","fick",1
"14943","ficou",1
"14944","fictional",1
"14945","fiddle",2
"14946","fiddled",2
"14947","fiddling",1
"14948","fide",1
"14949","fidelidad",1
"14950","fideos",1
"14951","fidgeting",1
"14952","fidi",2
"14953","fiel",6
"14954","field",33
"14955","field's",4
"14956","fielding",1
"14957","fields",48
"14958","fielmente",1
"14959","fiendly",1
"14960","fiends",3
"14961","fier",1
"14962","fieri",1
"14963","fiesta",1
"14964","fiestas",1
"14965","fifi",1
"14966","fifteen",30
"14967","fifteenth",1
"14968","fifties",1
"14969","fifty",6
"14970","fig",3
"14971","fight",20
"14972","fighter",1
"14973","fighters",5
"14974","fighting",9
"14975","fights",6
"14976","figli",3
"14977","figlia",1
"14978","figlio",1
"14979","figs",11
"14980","figura",1
"14981","figuratively",4
"14982","figure",202
"14983","figured",66
"14984","figures",3
"14985","figuring",36
"14986","fiji",2
"14987","fijn",17
"14988","fijne",8
"14989","fijner",1
"14990","fijnere",1
"14991","fik",2
"14992","fil",1
"14993","file",11
"14994","filed",2
"14995","fileds",1
"14996","filene's",1
"14997","files",3
"14998","filha",1
"14999","filhos",1
"15000","filing",1
"15001","fill",37
"15002","fille",9
"15003","filled",442
"15004","filler",1
"15005","filles",2
"15006","filling",14
"15007","fillipo",1
"15008","fillled",1
"15009","fills",12
"15010","film",17
"15011","filmed",7
"15012","filmen",1
"15013","filming",5
"15014","films",7
"15015","filmu",1
"15016","fils",5
"15017","filter",38
"15018","filterated",1
"15019","filtered",37
"15020","filtering",4
"15021","filterkaffeemaschine",1
"15022","filters",56
"15023","filth",2
"15024","filthy",41
"15025","filtrated",1
"15026","filtro",1
"15027","fim",2
"15028","fin",38
"15029","fina",1
"15030","final",73
"15031","finale",1
"15032","finalement",8
"15033","finalise",1
"15034","finalize",1
"15035","finalizing",1
"15036","finally",279
"15037","finalmente",4
"15038","finals",5
"15039","finaly",1
"15040","finance",4
"15041","finances",1
"15042","financial",157
"15043","financials",1
"15044","finantial",1
"15045","finas",3
"15046","finbar",1
"15047","finch",3
"15048","findable",1
"15049","finde",4
"15050","finden",19
"15051","findet",11
"15052","finding",612
"15053","fine",1770
"15054","fined",1
"15055","finee",1
"15056","finely",3
"15057","fineness",1
"15058","finer",8
"15059","fines",4
"15060","finesse",1
"15061","finest",35
"15062","finestre",2
"15063","finger",16
"15064","fingers",8
"15065","fingertips",38
"15066","finicky",7
"15067","finir",1
"15068","finish",237
"15069","finishe",1
"15070","finished",96
"15071","finishes",92
"15072","finishing",34
"15073","finishings",6
"15074","finissant",1
"15075","finition",1
"15076","finitions",1
"15077","finiture",1
"15078","finkenaur",1
"15079","finlay",1
"15080","finn",1
"15081","finne",1
"15082","finner",1
"15083","finns",8
"15084","fino",5
"15085","finos",1
"15086","fins",4
"15087","fint",12
"15088","finway",1
"15089","fiona",102
"15090","fiona's",13
"15091","fiore",4
"15092","fiore's",5
"15093","fiores",3
"15094","fiori",1
"15095","fiorita",1
"15096","fios",2
"15097","fiouna's",1
"15098","fique",1
"15099","fiquei",9
"15100","fir",5
"15101","firdge",1
"15102","fire",154
"15103","firecode",1
"15104","fired",6
"15105","firefighter",1
"15106","firefighters",1
"15107","firehouse",2
"15108","fireman",1
"15109","firemen",3
"15110","firepit",2
"15111","fireplace",151
"15112","fireplaces",10
"15113","fires",2
"15114","fireside",1
"15115","firestairs",1
"15116","firestick",5
"15117","firetrap",1
"15118","firetv",1
"15119","firewood",3
"15120","firework",3
"15121","fireworks",56
"15122","firing",1
"15123","firlian",38
"15124","firlian'place",1
"15125","firlian's",5
"15126","firm",204
"15127","firmenwohnung",1
"15128","firmer",11
"15129","firmish",1
"15130","firmly",3
"15131","firmness",4
"15132","firsthand",1
"15133","firstly",40
"15134","firsts",3
"15135","firsttime",1
"15136","firstworld",1
"15137","firstworldproblem",1
"15138","firts",1
"15139","fish",49
"15140","fishbowl",1
"15141","fishcakes",1
"15142","fisher",1
"15143","fisherman's",1
"15144","fishermans",2
"15145","fishers",1
"15146","fishery",1
"15147","fishes",1
"15148","fishing",3
"15149","fishpond",1
"15150","fishtank",1
"15151","fishy",1
"15152","fisicamente",1
"15153","fisicas",1
"15154","fisique",1
"15155","fiske",1
"15156","fissata",1
"15157","fist",8
"15158","fisticuffs",1
"15159","fit",749
"15160","fitbit",2
"15161","fitness",36
"15162","fitnessraum",1
"15163","fitout",2
"15164","fits",93
"15165","fitted",92
"15166","fitting",28
"15167","fittings",18
"15168","fitzgerald",1
"15169","fiume",1
"15170","fives",1
"15171","fix",302
"15172","fixable",4
"15173","fixed",309
"15174","fixer",1
"15175","fixes",8
"15176","fixin's",1
"15177","fixing",43
"15178","fixings",17
"15179","fixins",2
"15180","fixture",5
"15181","fixtures",74
"15182","fixures",1
"15183","fiz",1
"15184","fizemos",2
"15185","fizeram",2
"15186","fizz",1
"15187","fj",25
"15188","fj's",7
"15189","fl",4
"15190","flag",8
"15191","flags",2
"15192","flagship",1
"15193","flaherty",1
"15194","flair",18
"15195","flakes",3
"15196","flame",1
"15197","flames",1
"15198","flamingo",1
"15199","flanked",1
"15200","flannel",2
"15201","flapping",2
"15202","flare",8
"15203","flared",1
"15204","flasche",3
"15205","flaschen",1
"15206","flash",11
"15207","flashing",1
"15208","flashlight",7
"15209","flashlights",1
"15210","flashy",1
"15211","flat",1854
"15212","flat's",3
"15213","flatboat",1
"15214","flatbook",36
"15215","flatboom",1
"15216","flate",1
"15217","flatly",3
"15218","flatmate",13
"15219","flats",20
"15220","flatsceen",1
"15221","flatscreen",17
"15222","flatter",2
"15223","flattering",3
"15224","flatterred",1
"15225","flatware",14
"15226","flauschige",1
"15227","flavia",5
"15228","flavor",35
"15229","flavored",4
"15230","flavorful",4
"15231","flavoring",1
"15232","flavors",9
"15233","flavour",5
"15234","flavoured",1
"15235","flavours",1
"15236","flaw",10
"15237","flawed",1
"15238","flawless",124
"15239","flawlessly",16
"15240","flaws",5
"15241","flea",2
"15242","fleckig",1
"15243","fledged",1
"15244","fleece",2
"15245","fleet",3
"15246","flera",1
"15247","fles",1
"15248","flessibile",1
"15249","flet",2
"15250","fleuri",1
"15251","fleuris",1
"15252","fleurs",3
"15253","fleuve",1
"15254","flew",73
"15255","flex",3
"15256","flexability",2
"15257","flexable",1
"15258","flexibel",14
"15259","flexibile",1
"15260","flexibilidad",2
"15261","flexibility",168
"15262","flexibilty",1
"15263","flexible",1535
