"","id","sentiment","description","host_is_superhost","host_total_listings_count","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bathrooms","bedrooms","beds","price","cleaning_fee","has_availability","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location"
"533",5976821,2.40660736975858,"SuperHost for 3+ years and I travel Monday - Thursday most weeks!  The condo has everything you need with outdoor space!  In the heart of Boston among all the best restaurants and within walking distance to all sites.  I'm always available with 100% 5 stars for communication, location, check-in, etc.  I can help with tons of recommendations - I love my city and want you to too!  I have a lovely cat named Ollie, who may or may not want to snuggle with you. You'll love him.  Read my reviews! :) The 602 SF condo was originally built in 1904.  All original moldings, an indoor working fireplace, updated kitchen and bathroom (everyone loves the rain head shower!).  The space has a ton of charm as the building is 112 years old.  It's a brownstone in the heart of Boston with so much history.  The outside space is magnificent in the summer - all you have to do is crawl out the window to your very own outside space. Very comfortable queen sized aerobed with clean sheets, comforter, blankets, pil","t",2,"South End",42.34412498,-71.07048304,"Apartment","Shared room",3,1,1,1,95,25,"t",199,98,10,10,10,10,10
"534",5990808,1.94405594405594,"Great location in Eastie, water view, porch, 10min walk to the T stop, bus stop accross the street, 5min to water taxi, 15min walk to airport shuttle. Nearby tennis court, parks, sailing, yacht club and restaurants. Updated and clean, cot available Great 2bed/1 Bath apartment in the best area in East Boston.  Minutes from the arpoirt and walking distance to the T,  bus stops and water taxi.  Be in downtown Boston in 15mins via the T or Water taxi.  Great porch with water and City views.  Walk to handful of restaurants, parks, tennis court and sailing center.  Safe and family friendly neighborhood.  The master bedroom has a Queen pillow top bed, walking closet and TV.  There's wifi and Satelite dish TV, all TV's have (website hidden) chromecast to cast your computer.  2nd Bedroom has 2 twin beds, TV and a good size closet.  Kitchen is equipped with stainless steel appliances, garbage disposal and toaster oven. Dinning table is adjancent to the kitchen and sliding doors open to the porch","f",1,"East Boston",42.36479683,-71.03031285,"Apartment","Entire home/apt",4,1,2,3,189,50,"t",81,97,10,10,10,10,9
"535",5990896,1.7751677852349,"Located in the heart of BackBay Boston, this studio apartment is safe, convenient to public transportation. It is a 2 minute walk to Whole foods market, CVS,GNC, Post office, Schools, Subway/Bus.  Walk everywhere!! *SHARED studio space with quiet, peaceful FEMALE tenant who has a friendly cute cat. It is in the heart of back bay Boston. Next to the prudential center, Fenway park, and many universities. Building w/students & professionals. My studio is small but cozy. Please see the pictures. I have a flat screen tv, I'll eventually get around to getting it on the wall..I'm always looking to improve the space..ideas welcomed! Shared laundry space in the basement, kitchen, twin memory foam mattress, towels, shampoo/conditioner, soap, bathroom.. If you're interested in being my free guest at the BSC Newbury gym, please let me know. If you're interested in a training workout session w/Jason, let me know ASAP so I can arrange it. (That's not free) :) Fast wifi. As often or as little as the ","f",2,"Fenway",42.34275721,-71.09012123,"Apartment","Shared room",1,1,1,1,99,15,"t",80,86,9,9,9,9,10
"536",5999291,1.93181818181818,"Our cute and comfortable one bedroom apartment is in an ideal South Boston location. Two blocks to the beach, perfect for walking and running, and one block from the bus to downtown Boston. Just a short walk from Broadway with shops and restaurants! Our one bedroom condo is perfect for a couple. There is one queen sized bed in our bedroom.  We live on the third floor of a three apartment condo. Guests will have access to the full kitchen, Cable TV wireless internet, washer/dryer (free to use, located in the basement and shared with two other apartments). We do not provide food or drink, but there is a great convenience store (with beer, wine and liquor) 2 blocks away and a Stop and Shop supermarket less than a 10 minute walk away. We are easily available via text, email, or phone call to answer any questions or concerns. Please do not hesitate to ask. We leave the key in a locked MasterLock near our front stoop. Our apartment is in an ideal South Boston location. We are two blocks from","t",1,"South Boston",42.33273193,-71.04153713,"Apartment","Entire home/apt",2,1,1,1,150,75,"t",72,97,10,10,10,10,10
"537",6006328,1.75373134328358,"2 Bedroom  basement apartment with a eat-in kitchen, living room, bathroom, private entrance, and off-street parking. The living room has three super comfortable couches that be used to sleep additional guests.  To make our guests comfortable, we also provide complimentary coffee and tea plus essentials (sugar, creamer, etc); Guests are also provided with toiletries, linens (towels and sheets), wifi and wired internet access. Very quiet area of Boston, with warm and welcoming neighbors. Public transport is only 5 minutes away from my home. Very easy access to the airport and south station.","f",5,"Mattapan",42.28189243,-71.09362734,"Guest suite","Entire home/apt",7,1,2,3,74,100,"t",58,92,9,9,10,10,8
"538",6009031,1.54838709677419,"Charming, convenient, well located apartment for rent in the heart of Boston's Back Bay.  One queen bed, one air mattress.  Two blocks from route, with open air deck and comfortable space for four. Basic amenities, but prime location! Great location, one private bedroom, one private roofdeck with river views, two blocks from everything (river, shops, Marathon Route, Newbury Street shopping) Private roof deck, bathroom, laundry and use of the refrigerator. I will meet with them and socialize a bit Prime location steps from everything Boston has to offer.  Can hear the roar of crowds from marthon route or from Fenway, can be at prime shopping, at fabulous restaurants or walking along the river in 5 minutes. Two MBTA ""T"" stops, Copley and Hynes are each 3.5 blocks away.  The MBTA Bus Route #1 to Harvard (past MIT) stops 2.5 blocks away.","f",1,"Back Bay",42.35227774,-71.08285934,"Condominium","Entire home/apt",4,1,1,2,235,25,"t",22,89,9,8,9,10,10
"539",6015995,1.11764705882353,"Guests can enjoy beautiful apartment homes with high ceilings, over sized windows, gourmet kitchens with granite countertops, and much more. This community boasts on-site amenities like basketball and tennis courts, a movie theater, and 24-hour concierge. 1 bedroom, 1 bathroom, sleeps 3 With so much to do on the premises, this apartment gives you the option to never leave your private abode. These brand new, beautiful apartment homes offer guests a fully-equipped kitchen, living area, and a spacious bedroom. The community boasts with its exclusive on-site amenities including, a basketball and tennis courts, a movie theater, 24 hour concierge and so much more! •24 hour concierge service •Tennis court •Basketball court •Bocce Ball court •Swimming pool •Fully equipped, 24 hour fitness center  •Pet friendly, outside dog park •Children’s play area •Professional landscaping and private garden oasis •Movie theater •Outside grill area •Bicycle, walking, and fitness trails •Private Conference R","f",836,"West End",42.3637254,-71.06815872,"Apartment","Entire home/apt",3,1,1,2,127,100,"t",6,80,9,9,8,8,9
"540",6027467,2.66666666666667,"This apartment is centrally located in Fenway close to Harvard Medical School, Longwood Medical, and Boston's neighborhood with its plentiful shops, restaurants, and entertainment venues. Here, guests can not only stay in comfortable living spaces with a full kitchen, spacious rooms, and a washer and dryer, but they could also enjoy plentiful amenities that the building provides. 1 bedroom, 1 bathroom, sleeps 3 For your convenience, we have a guest service representative available in the area. Residents will find themselves right in the heart of Boston's most dynamic attractions and just a short walk from some of Boston's best-known restaurants, museums, parks, theaters, nightlife and other venues.","f",836,"Fenway",42.34433173,-71.10097607,"Apartment","Entire home/apt",3,1,1,2,126,100,"t",3,100,9,9,10,9,10
"541",6065674,2.02298850574713,"This perfectly situated 4 bedroom apartment & 2 full baths was just completely renovated in 2014. Each bedroom features queen size beds. It has brand new full kitchen with granite counter tops and new cabinets. Open living room with decorative firepl This perfectly situated 4 bedroom apartment & 2 full baths was just completely renovated in 2014. Each bedroom features queen size beds. It has brand new full kitchen with granite counter tops and new cabinets. Open living room with decorative fireplace. Hardwood floor throughout the entire apartment.  The apartment is located on a quiet pondside street, a short walk 3 minutes from the largest pond in Boston, Jamaica Pond with beautiful views and a place to get some fresh air. We are located about a short 15 minutes to Downtown Boston (Copley and Prudential centers). Around the corner, there is CVS, 7-Eleven, and Whole Food Groceries. Fenway Park, home of the Red Sox, is under a 10 minute drive. Public transportation is at the corner of th","t",2,"Jamaica Plain",42.31850121,-71.11451134,"Apartment","Entire home/apt",8,2,4,4,399,120,"t",24,96,10,10,10,10,10
"542",6066455,2.3140655105973,"Just updated 3.5 BR | 2 BA condo that features 3 Queen bedrooms, 2 twin beds, 2 spacious living rooms, spacious kitchen, high ceilings, hardwood floors throughout, and central air conditioning.  Condo has an incredible location in Beacon Hill. - Just renovated 3.5 bedroom / 2 bathroom penthouse duplex condo (two floors) that features two large living rooms, and brand-new kitchen spread across 2,100 Sqft. - Located on Charles Street in Boston's historic Beacon Hill neighborhood, between Cambridge Street and Beacon Street, and just steps from the Charles / MGH MBTA Stop (subway), the Charles River Esplanade, and everything else that Beacon Hill Boston has to offer. - Our very comfortable, well-appointed 3.5 bedroom condo features a brand new kitchen, updated bathrooms, high-end appliances, 10'+ high ceilings, and brand-new hardwood floors throughout. CONDO DETAILS: LOWER LEVEL: - The large lower living room has windows that look out over Charles Street and features a dining room table wi","t",20,"Beacon Hill",42.36043324,-71.07134301,"Apartment","Entire home/apt",8,2,4,5,600,200,"t",140,99,10,10,10,10,10
"543",6069883,2.08108108108108,"Clean, attractive, private room, one block from the bus line, on a quiet, safe street.  Comfy double bed.  Full bath and half bath shared with 1-2 others.  Kitchen privileges and breakfast included. Air Conditioned. Six- minute walk to shops, take-out food, and restaurants.  Light breakfast included (coffee, tea, juice, toast, cereal/milk, yogurt). Comfortable, well-maintained, air-conditioned home where you will have everything you need to enjoy your stay.  The neighborhood square is a 6-minute walk, where there are restaurants, shops, banks,  bakeries, grocery store, all you might need.  The bus stop is a two-minute walk; buses take you a short trip to the MBTA Orange line, which gets you anywhere in the city. You will have access to a full bath adjacent to your room that is shared with one other person, and to a half bath on the first floor.   Wireless internet is available and feel free to enjoy the TV in the living room.  Puzzles and games are available if you're interested. I pro","t",4,"Roslindale",42.28531409,-71.13576064,"Townhouse","Private room",2,1,1,1,65,15,"t",24,99,10,10,10,10,9
"544",6072693,1.77966101694915,"We are renting out our beautiful 1 bedroom apartment which falls on the Backbay/Fenway line. Located just off of Boylston St, you'll be 500 ft from Fenway Park in one direction, and 500 feet from Newbury street in the other. This 1 bedroom 1 bath has 15 foot ceilings, an updated kitchen/bath and gorgeous views of the Prudential Tower and John Hancock Building. Equipped with everything you need, including big screen TV, high speed internet and an array of games to keep yourself entertained. Situated less than 5 minutes from Fenway park in one direction and less than 5 minutes from Newbury street and all of its restaurants and shopping in the other. This apartment is in the epicenter of everything Boston. You will have the entire apartment to yourself during your stay. Located near Hynes Convention T stop on the Green Line.","f",1,"Fenway",42.34634062,-71.09005111,"Apartment","Entire home/apt",2,1,1,1,199,50,"t",16,97,10,10,10,10,10
"545",6075154,2.625,"Single family home in elite part of Boston's South End.  House is fully furnished with all amenities. Small single family house on four floors.   Beautifully furnished.   A/C Fireplaces in parlor and bedroom,  Wifi Completely equipped kitchen  Large screen TV Hundreds of books Garage parking on neighboring street for extra fee. Restaurants, theater, parks, shops, dog park, and several excellent coffee shops nearby. Owner is an academic on sabbatical.  House manager will greet guests and orient them to the house. Quiet, friendly, safe neighborhood.  Bond St is near a relaxing park with benches and a fountain.  Downtown Boston is a short walk away. Two bus lines within 2 blocks. The house was built in the mid nineteenth century as servants' quarters for the grand folk on nearby Union Park.  It has been re-configured for modern living and is now in one of Boston's most sought-after neighborhoods.","f",1,"South End",42.34408768,-71.07028976,"Townhouse","Entire home/apt",2,1.5,1,1,150,30,"t",3,100,10,10,10,10,10
"546",6075481,2.00584795321637,"Hard wood floors, french doors, record players, you'll love it!   And a perfect location, Comm ave in the heart of Back Bay, close to Newbury St and the Boston Commons, great location to walk around Boston.  A queen sized bed good for couples.   Memory foam is heavenly!   Queen Air Mattress available.  Professionally cleaned.  Record player, basin sink, hardwoods, AppleTV, French door windows, very cool.   Wifi is strong.  Enjoy!   Ask for restaurant advice and walking tour. The space is very straight forward, big windows with view of Comm Ave, 1st floor apt.   Kitchen, bathroom, bed, the basics.  Ask about longer stays and more than 2 people.  Record player, basin sink, hardwoods, secretary desk, French door windows, very cool.   Wifi is strong.   Very comfy queen bed. Full access to the kitchen, make the place your own.   Secretary desk and record player.   AppleTV, WiFi.  Work, play, stay. Feel free to interact via email or phone/text.  I would love to give you recommendation for me","f",1,"Back Bay",42.35281513,-71.08121725,"Apartment","Entire home/apt",4,1,0,1,175,50,"t",72,90,10,9,10,10,10
"547",6080461,1.83060109289617,"** WELCOME! *** Cozy 2 room  Studio/Suite. Located In The Quiet Residential Fort hill Neighborhood, apartment is nestled on a private way in a Historic Victorian Brick Row House, Circa 1860. Easy access to City Attractions! Perfect **Sunny** 2 Room Studio/Suite Super value!  ****Special any dates left THIS MONTH!!, 125 (plus cleaning and airbnb fee)*** on a very nice, comfortable,  cozy 2 room Studio/Suite Full Apartment Includes a full Living/bedroom combo, separate kitchen and full bath available for your long or short term stay! Tastefully decorated, Hardwood floors throughout.  Excellent Boston location, 5 minute walk to the Orange Line Train, 4 Minute ride to the Center of all Boston attractions! 3 short stops(1.5miles) to Copley Plaza/Back Bay/South End, Downtown. Walk to Museums from here. We are in the geographical center of Boston. Located in the quiet Boston residential neighborhood of Fort Hill, On a quiet private way, we offer a comfortable home away with easy access to al","t",4,"Roxbury",42.33031844,-71.09405535,"Apartment","Entire home/apt",4,1,0,2,159,70,"t",64,93,10,10,10,10,9
"548",6088708,1.91847826086957,"Tourists/Conference-goers great choice! Private bedroom/bath in a renovated house close to downtown Boston, Boston Convention Center and UMass Boston; walk to subway Red line T 2 stops to South Station, 3 stops to Downtown Crossing and Park Street. Beautifully furnished private room with a full-size bed, closet, computer desk and access to WiFi internet. Bathroom inside your room will be all yours during your stay with toiletries and hair dryer included. High Speed WiFi internet; washer and dryer in the unit for your convenience with detergent provided; our modern kitchen, dining and living room area. We'd be happy to answer any questions you may have for your stay. South Boston (Southie) is one of the hottest neighborhoods in Boston as of late given its proximity to the Seaport area with restaurants, bars and a bustling nightlife. The condo is on the west side of Southie - less than a mile to downtown Boston, Boston Convention Center, and the Seaport area. The condo is also close to S","f",5,"South Boston",42.32999459,-71.05172341,"House","Private room",3,1,1,1,85,40,"t",137,93,10,10,10,10,9
"549",6089865,1.87715517241379,"Enjoy your stay in this charming, light-filled, one bedroom apartment in the desirable North End neighborhood of Boston! Under the Old North Church, next to Copp's Hill, two blocks from the harbor, and minutes away from Downtown and many other renowned neighborhoods, this prime location makes any journey around Boston easy!! There are many bus stops and only minutes to walk to the MBTA Orange, Blue, AND Green lines!! You'll love the fine dining, famous pastries and family-like community!! You will feel right at home in this modern, but, cozy, one bedroom, second floor apartment. The light pours into the three bright windows in the spacious bedroom with a queen-sized bed. Night stands with outlets on either side of the bed let you rest easy with whatever you need at arms length. The fully-equipped kitchen, dining table, work space and flat screen television make your stay easy and convenient. You will love the hard wood floors, fireplace and original, exposed brick; They really make the","f",15,"North End",42.36692408,-71.05607592,"Apartment","Entire home/apt",2,1,1,1,135,45,"t",308,94,10,10,10,10,10
"550",6104388,2.1304347826087,"Spacious 2+ bedroom, 2 full bathroom condo with large open plan kitchen/dining/living room. Great for families. In addition to master & second bedroom, there is a nursery suitable for an infant or toddler. Easy, direct access outdoors for older guests, strollers, etc. Conveniently located just minutes walk from restaurants, parks, pond, MBTA. This newly-built (2014) luxury condo features a huge kitchen with stainless steel appliances, a washer-dryer, and a rain shower in the master bath. An off-street parking spot is available upon request. Between one king bed, one queen bed and a pullout sofa sleeper, and two full bathrooms, it can comfortably fit 6 adults. There is also a small bedroom with a crib for an infant or toddler. Entire unit and patio, parking available upon request. The unit is a 5 minute walk away from the shopping and restaurants of Centre St, including City Feed & Supply, Centre St Cafe and Ten Tables. Also within a 10 minute walk are Jamaica Pond, Arnold Arboretum and","f",1,"Jamaica Plain",42.31277909,-71.10974082,"Condominium","Entire home/apt",6,2,3,2,200,100,"t",11,100,10,10,10,10,10
"551",6119918,1.73309608540925,"Enjoy the pool! Enjoy an urban apartment with fantastic amenities such as a patio and pool, steps to Whole Foods, Starbucks, and an incredible array of restaurants.   Washer/Dryer in unit. Just a 10 minute ride to downtown and less than 15 minutes to Coolidge Corner with plenty of cafes, a theatre, and the best restaurants in the Boston area. Brookline is one of the safest most charming neighborhoods in the country. John F. Kennedy was born and baptized here - you can visit the house where he lived as a child just a 10 minute walk away.  I will give you a list of the amazing Middle Eastern, Thai, and Sushi restaurants, European Cafes, and Bakeries in the area all less than 10 minutes away by foot.  Complete List of Amenities: Living / Dining Room * Design Within Reach Sleeper Sofa * Eames Lounge Chair * Coffee Table * End Table * Floor and Table Lighting * Design Within Reach Extendable table and Chairs * Flat Screen Television / Apple TV * Bluetooth iPod/Android Speaker * High Speed I","f",4,"Brighton",42.34505682,-71.13753461,"Condominium","Entire home/apt",4,1,1,2,100,65,"t",99,90,9,10,9,9,9
"552",6131224,1.63492063492063,"Beautiful 3 Bedroom apartment in the Boston neighborhood of Hyde Park that borders Jamaica Plain. Short ride by bus to Forest Hills subway stop or a 30 minute drive to downtown Boston. The unit is next to Ross Playground and boasts a great backyard. Great location in the suburbs of Boston, Massachusetts. Fairly priced and beautiful space. Ample room for up to 5 people. Guest will have access to the normal amenities inside a house, wireless internet, cable TV, laundry facilities, park next door, outdoor facilities such yard, grill, patio, etc. We are available by phone or email 24/7. Great neighborhood. Quiet, peaceful, community baseball on the Ross Playfield next door, various ethnic restaurants and contemporary cuisines. We are just 10 minutes to Jamaica Plain, 20 minutes to Down town Boston, by public or car. Public transit is at Forest Hills subway about 10 minutes drive. You can get to Forest Hills by car in 7 minutes or bus within 15 minutes. No smoking is allowed inside the hous","f",1,"Hyde Park",42.26224663,-71.1138658,"Apartment","Entire home/apt",4,1,3,3,200,125,"t",18,92,9,9,10,9,8
"553",6134867,1.92159763313609,"Brand new renovation of classic 1934 art deco building in Boston’s vibrant Downtown Crossing neighborhood.  Fully equipped with elevator, central air conditioning and laundry, this boutique apartment building is the ideal home for exploring the city. Newly renovated, thoughtfully designed apartment with stylish finishes, unique artwork and attractive furniture. Apartment features 13 foot ceilings, over sized window, silestone kitchen counter tops, solid maple cabinets, and stainless steel appliances. Each bedroom contains a queen sized bed. This apartment does not have a separate living room.  However, the open kitchen is spacious and has a table that extends to accommodate a party of four.  And the larger of the two bedrooms contains a flat screen television, a lounge chair, and enough space for guests to gather.  See floor plan in this listing’s Photos section. Prior to our guests’ arrival, the apartment is thoroughly cleaned by professional crew and freshly furnished with clean bed ","f",3,"Downtown",42.35623878,-71.06042659,"Apartment","Entire home/apt",4,1,2,2,291,80,"t",256,94,10,9,10,10,10
"554",6151079,1.80519480519481,"Tourists/Conference-goers great choice! Private bedroom/bath in a renovated house close to downtown Boston, Boston Convention Center and UMass Boston; walk to subway Red line T 2 stops to South Station, 3 stops to Downtown Crossing and Park Street. Beautifully furnished private room with a full-size bed, closet, computer desk and access to WiFi internet. Bathroom next door will be all yours during your stay with toiletries and hair dryer included. High Speed WiFi internet; washer and dryer in the unit for your convenience with detergent provided; our modern kitchen, dining and living room. We'd be happy to answer any questions you may have for your stay. South Boston (Southie) is one of the hottest neighborhoods in Boston as of late given its proximity to the Seaport area with restaurants, bars and a bustling nightlife. The condo is on the west side of Southie - less than a mile to downtown Boston, Boston Convention Center, and the Seaport area. The condo is also close to South Bay Sho","f",5,"South Boston",42.32906353,-71.05335996,"House","Private room",2,1,1,1,75,40,"t",71,90,10,10,10,9,9
"555",6160803,1.85093167701863,"Convenient, easily accessible location to Boston’s finest tourist attractions,  Minutes from UMASS boston, JFK Library, Cambridge,  Harvard/MIT and other local colleges/universities, Bayside Expo and Conference Center, Boston Harbor, Downtown Crossing, & Mass General Hospital.  Newly Furnished condo w/ high-end fully equipped kitchen, washer/dryer.  FREE cable TV/WiFi/2 parking spaces. The house is situated in the outer skirt of Dorchester.  The apartment in on the 2nd floor of a two-family Colonial house with beautiful landscaping and very well maintained.  Offering modern day amenities, cleanliness, comfort and conveniences- perfect for families with children and big groups.  With the convenience of this location and comforts of this apartment, your short or long-term stay in Boston will be comfortable and memorable! Living room- 40' Cable TV 2 bathrooms (one with a full size tub and one with a shower stall) Bedroom #1: Queen sized bed (sleeps 2) Bedroom #2: Queen sized bed (sleeps 2","f",9,"Dorchester",42.2962129,-71.05454772,"Apartment","Entire home/apt",10,2,5,7,225,199,"t",114,91,10,10,10,10,9
"556",6179374,0.133333333333333,"Comfortable private room for one person, shared CLEAN bathrooms. Must be non-smoker, no colognes, no perfumed product. From Sept 1st minimal rent is 122 nights (check out date is Jan 1st. If you start Aug 31, the check out date has to be Sept1st or Jan 1st. Long term renters must sign a contact. Quiet street of Allston, while very close to the city life. The house is not a typical home stay, it is rather a comfortable and VERY QUIET lodging house where everyone is nice and friendly and busy with their lives. I make sure you feel comfortable to my best ability. Since I am not available to answer questions regularly, I wrote small notes with indications where is what and reminders of some sort, just so everyone meet their expectations. Please recycle everything, please don't mix it with food. Please inform host if you plan to be absent some nights during your stay. The room is warm but there are always extra blankets. Also, if you need different pillow, if mattress is too soft or too har","f",8,"Allston",42.35488681,-71.13865334,"House","Private room",1,3,1,1,45,120,"t",3,67,8,9,10,10,9
"557",6181758,1.88821752265861,"This beautifully appointed apartment is located in the historic Fox Building, an art deco treasure that dates to the 1930s.  Fully renovated in 2013, the building is in an ideal location to explore all that Boston has to offer. Apartment features 13 foot ceilings, over sized window, silestone kitchen counter tops, solid maple cabinets, and stainless steel appliances.  The apartment has been beautifully furnished and is fully stocked. Each bedroom contains a queen sized bed. This apartment does not have a separate living room.  However, the open kitchen is spacious and has a table that extends to accommodate a party of four.  And the larger of the two bedrooms contains a flat screen television, a lounge chair, and enough space for guests to gather.  See floor plan in this listing’s Photos section. Prior to our guests’ arrival, the apartment is thoroughly cleaned by professional crew and freshly furnished with clean bed linens, bath towels, hand towels, paper towels, toilet paper, soaps,","t",3,"Downtown",42.3571519,-71.05953739,"Apartment","Entire home/apt",4,1,2,2,225,80,"t",253,95,10,10,10,10,10
"558",6197950,2.66666666666667,"1600 sqft 2 story in the heart of the North End. Exposed brick and original beams but childproofed and with all the kid gear you need. Located blocks from Fanieul Hall, the greenway, and includes a pass to the aquarium and Museum of Science. The space has original beams and exposed bricks.  Completely gut renovated 2 years ago, everything is brand new and top of the line.  Hardwood floors thoughout and an open layout kitchen but private bedroom space.   There is a king sized bedroom on the first floor, with a walk in closet.  There is a sofa in the living room that could sleep one, a queen air mattress if you need it, two win XL murphy beds, and a full playroom/bedroom area in the basement with a permanent crib.  A pack and play can be provided upon request.  Think of the downstairs as a kid's suite with its own bathroom. Guests will have access to the full apartment including washer and dryer, kitchen, bedrooms, wifi, and passes to the museum of science (30 minute walk) and the New En","f",1,"North End",42.36264154,-71.05407781,"Apartment","Entire home/apt",6,2,2,3,600,75,"t",8,98,10,9,10,10,10
"559",6198818,2.28571428571429,"My place is close to Boston Public Gardens, Newbury Street, The Esplanade and The Prudential Center. You’ll love my place because of the ambiance and the location. My place is good for couples, solo adventurers, and business travelers.","f",1,"Back Bay",42.35287792,-71.07858531,"Apartment","Entire home/apt",2,1,0,1,200,80,"t",4,100,10,10,10,10,10
"560",6213822,2.15094339622642,"This is a beautiful property in Boston's Back Bay neighborhood in downtown. This unit has 2 Bedrooms, 2 Bathrooms, Washer and Dryer, Wifi and Sleeps up to 5. Featuring a historic brick facade and wrought-iron details, the interior boasts every modern convenience, from a full kitchen to in-unit laundry. The spacious layout and stylish decor make this apartment the ideal place to recharge after a fresh seafood smorgasbord or a rousing Red Sox victory. Your historic Garrison Street building embodies the charm and character of Back Bay, featuring a landscaped courtyard and expansive rooftop barbecue area - perfect for grilling up something to accompany your chowdah. We believe in personal space. Prior to your arrival, your unit will be professionally cleaned and your self guided check in process ensures easy arrival with no long lines. Should you need us, we’re here 24/7 with our guest services team and local folks on the ground. And if you don’t need us, we’ll stay out of your way. After ","f",1308,"Back Bay",42.34588119,-71.07862399,"Apartment","Entire home/apt",5,2,2,3,429,119,"t",19,96,9,10,10,10,10
"561",6238463,2.18961038961039,"Quiet, peaceful room with pvt bath on your own floor. Located in the center of fun and funky JP with a great view over the rooftops--a block to Jamaica Pond, 2 bl to JP Ctr and lots of shops & restaurants, yards to the 39 bus, easy walk to the T.  Onsite parking available. The room is the master suite in a 3 BR townhouse in hoppin' JP, a very desirable part of Boston.  The townhouse is built on a hill on ledge, and the 3d floor bedroom looks over the rooftops of JP through the branches of the trees.  The moon sometimes shines through the skylight.  It's a comfy queen bed -- very quiet for sleeping, with some city sounds far below, and the birds sharing the air. The townhouse is 3 floors so the bedroom is up two flights of stairs.  The kitchen and living room are on the first floor and there's room in the refrigerator if you need to keep something cold. I'll have light breakfast of coffee, tea, cereal, fruit and yogurt for you.  There's a nice patio and table and chairs in the back for ","t",1,"Jamaica Plain",42.31590401,-71.11404803,"Townhouse","Private room",2,1,1,1,119,30,"t",78,99,10,10,10,10,10
"562",6261296,1.97761194029851,"2 Bedrooms. Queen Bed in each room.  Spacious, clean, SUNNY rooms in a brick single family house with desks,  closets, and two QUEEN SIZED BEDs. Located in the quietest, SAFEST NEIGHBORHOOD IN BOSTON. HARDWOOD FLOORS, ivy covered RED BRICK house.  Spacious dining room and living room. New England red brick house with a modern touch.  We have leather sofas in the living room. We have a 52 inch flat television. We don't have cable, but you can watch Netflix. We have a GREEN BACK GARDEN that grows strawberries and flowers. Squirrels and blue jays frequently come around in the morning. On summer days, you can have breakfast overlooking our outdoor garden.  We have a kitchen with a dishwasher. Guests are allowed to use the kitchen for eating or making simple foods such as sandwiches and boiling food.  Please tell us if you are going to use the kitchen for stir frying. Coffee and tea in the kitchen, with milk and sugar. WIFI You are welcome to watch television, and the sound must be turned t","t",1,"West Roxbury",42.29018544,-71.15637538,"House","Private room",4,1.5,2,2,70,40,"t",99,97,10,10,10,10,9
"563",6268082,2.05243445692884,"Small, cozy Boston proper brownstone apartment in the heart of the city with one queen sized bed, one full sized pull out couch, full kitchen and bath perfect for a couple or small family with a young child or children. Get settled and the city is at your fingertips! Paid public garage parking available only, but if you are staying within city limits - public transit will get you wherever you need to go! Conveniently located in the heart of Boston. Quiet and quaint historic neighborhood. A short walk from the Boston Common, downtown and Freedom trail. Located adjacent to theater district. Short walk away from downtown, shopping, historic sites  and several lines of the T (public transit). Apartment accessible by two flights of stairs. Elevator lift not available. We typically will only communicate via email, messaging and phone. I check my messages regularly and am available whenever needed. If issues arise, I or a member of my family will happily help troubleshoot as needed. Cute, qui","t",1,"Bay Village",42.34889358,-71.06849711,"Apartment","Entire home/apt",3,1,1,2,180,90,"t",86,98,10,10,10,10,10
"564",6268805,2.16615384615385,"Stay in the historic and sought after Bunker Hill monument, gas-lit neighborhood of Charlestown! This updated 1 BR apartment is also right off the Freedom Trail, a quick 15 minute walk to the Navy Yard and North End, and about a 20 minute walk to downtown. A perfect place to experience the charm of Boston. Overlooking the Boston skyline and on the waterfront, Boston's oldest neighborhood is convenient in its proximity to the city while maintaining the charm and peacefulness of a small town. Our sun-filled unit is the penthouse space of an old converted 3-family home from the late 1700's. It's nestled in the historic Bunker Hill Monument area of Charlestown and is only steps from all of the city action of Boston while also maintaining the quiet and peaceful atmosphere of our quaint, family-friendly neighborhood! The inside of our home has been renovated and features an open layout as well as gorgeous rooftop views of the monument and North/East sides of the city. The private roof deck i","t",1,"Charlestown",42.37653226,-71.06157887,"Apartment","Entire home/apt",4,1,1,2,260,100,"t",90,95,10,10,10,10,10
"565",6291807,1.5,"Lovely 1st-floor, 2 bedroom condo will make you feel at home. Washer/dryer, dishwasher and garbage disposal. BIG TV, internet, BEAUTIFUL backyard for grilling; steps from Orange Line, close to zoo. Awesome bars and restaurants nearby. Brand new washer and dryer, new garbage disposal and new dishwasher, off-street parking, HUGE (46-in) HDTV with BluRay player and DirecTV. High Speed Internet, ALL Utilities included. There is an awesome backyard for grilling. Really comfy bed. Place has portable air conditioners and does not get too hot, even without air. Everything (TV, ALL appliances, free washer and dryer, internet access, grill and shared outdoor space, all utilities included, DirecTV included) We will be available if needed, but we will not bother you at all. EXTREMELY safe and 2-min walking distance to Forest Hills Orange Line T-Stop. Awesome restaurants, bars, and an organic grocery store at the end of the street. VERY easy to get anywhere in Boston (All universities, 15-minute T-","f",1,"Jamaica Plain",42.29816033,-71.11153003,"Apartment","Entire home/apt",4,1,2,3,119,150,"t",6,96,10,8,10,10,9
